"";"Model";"NoiseLevel";"NoiseType";"Variable";"MAPE";"ErrorType";"PT_type";"Model_ErrorType"
"4782";"GPR";0,15;"Inverted";"cw";34,5552092104863;"Training error";17;"GPR Training error"
"4783";"ANN";0,15;"Inverted";"cw";37,250622643498;"Training error";17;"ANN Training error"
"4784";"MTN";0,15;"Inverted";"cw";34,293553219719;"Training error";17;"MTN Training error"
"4785";"RFR";0,15;"Combined";"cm";34,4144646784117;"Training error";17;"RFR Training error"
"4786";"GPR";0,15;"Combined";"cm";28,3586830214334;"Training error";17;"GPR Training error"
"4787";"ANN";0,15;"Combined";"cm";26,5805607580624;"Training error";17;"ANN Training error"
"4788";"MTN";0,15;"Combined";"cm";25,9364842229349;"Training error";17;"MTN Training error"
"4789";"RFR";0,15;"Inverted";"cm";37,7571019217344;"Training error";17;"RFR Training error"
"4790";"GPR";0,15;"Inverted";"cm";31,4962460273471;"Training error";17;"GPR Training error"
"4791";"ANN";0,15;"Inverted";"cm";34,6235722684211;"Training error";17;"ANN Training error"
"4792";"MTN";0,15;"Inverted";"cm";30,0764277263125;"Training error";17;"MTN Training error"
"4793";"RFR";0,15;"Combined";"lai";45,9262271157284;"Training error";17;"RFR Training error"
"4794";"GPR";0,15;"Combined";"lai";34,9043371733887;"Training error";17;"GPR Training error"
"4795";"ANN";0,15;"Combined";"lai";30,4644851408334;"Training error";17;"ANN Training error"
"4796";"MTN";0,15;"Combined";"lai";29,5150727827989;"Training error";17;"MTN Training error"
"4797";"RFR";0,15;"Inverted";"lai";66,3168775316111;"Training error";17;"RFR Training error"
"4798";"GPR";0,15;"Inverted";"lai";37,8804442245537;"Training error";17;"GPR Training error"
"4799";"ANN";0,15;"Inverted";"lai";37,518807086122;"Training error";17;"ANN Training error"
"4800";"MTN";0,15;"Inverted";"lai";34,6412401338315;"Training error";17;"MTN Training error"
"4801";"RFR";0,2;"Combined";"cab";33,833353025948;"Training error";17;"RFR Training error"
"4802";"GPR";0,2;"Combined";"cab";37,7888312145517;"Training error";17;"GPR Training error"
"4803";"ANN";0,2;"Combined";"cab";35,1828433979815;"Training error";17;"ANN Training error"
"4804";"MTN";0,2;"Combined";"cab";34,8434898709452;"Training error";17;"MTN Training error"
"4805";"RFR";0,2;"Inverted";"cab";53,724537295697;"Training error";17;"RFR Training error"
"4806";"GPR";0,2;"Inverted";"cab";55,5655439415427;"Training error";17;"GPR Training error"
"4807";"ANN";0,2;"Inverted";"cab";63,1616103637011;"Training error";17;"ANN Training error"
"4808";"MTN";0,2;"Inverted";"cab";57,6735580980245;"Training error";17;"MTN Training error"
"4809";"RFR";0,2;"Combined";"cw";41,9473716272064;"Training error";17;"RFR Training error"
"4810";"GPR";0,2;"Combined";"cw";36,6315884263276;"Training error";17;"GPR Training error"
"4811";"ANN";0,2;"Combined";"cw";37,481055788503;"Training error";17;"ANN Training error"
"4812";"MTN";0,2;"Combined";"cw";37,5023339896452;"Training error";17;"MTN Training error"
"4813";"RFR";0,2;"Inverted";"cw";44,9272207568105;"Training error";17;"RFR Training error"
"4814";"GPR";0,2;"Inverted";"cw";42,5145272459976;"Training error";17;"GPR Training error"
"4815";"ANN";0,2;"Inverted";"cw";47,1401076242998;"Training error";17;"ANN Training error"
"4816";"MTN";0,2;"Inverted";"cw";41,8780748545959;"Training error";17;"MTN Training error"
"4817";"RFR";0,2;"Combined";"cm";40,5001174833806;"Training error";17;"RFR Training error"
"4818";"GPR";0,2;"Combined";"cm";34,7068964058296;"Training error";17;"GPR Training error"
"4819";"ANN";0,2;"Combined";"cm";34,9395433323443;"Training error";17;"ANN Training error"
"4820";"MTN";0,2;"Combined";"cm";35,4977353906173;"Training error";17;"MTN Training error"
"4821";"RFR";0,2;"Inverted";"cm";41,452299295948;"Training error";17;"RFR Training error"
"4822";"GPR";0,2;"Inverted";"cm";38,129504901224;"Training error";17;"GPR Training error"
"4823";"ANN";0,2;"Inverted";"cm";44,1585763178451;"Training error";17;"ANN Training error"
"4824";"MTN";0,2;"Inverted";"cm";39,667126435667;"Training error";17;"MTN Training error"
"4825";"RFR";0,2;"Combined";"lai";51,5707146621083;"Training error";17;"RFR Training error"
"4826";"GPR";0,2;"Combined";"lai";39,5484384129007;"Training error";17;"GPR Training error"
"4827";"ANN";0,2;"Combined";"lai";38,3745964469489;"Training error";17;"ANN Training error"
"4828";"MTN";0,2;"Combined";"lai";39,1619537954836;"Training error";17;"MTN Training error"
"4829";"RFR";0,2;"Inverted";"lai";66,0182779604509;"Training error";17;"RFR Training error"
"4830";"GPR";0,2;"Inverted";"lai";43,8057286541215;"Training error";17;"GPR Training error"
"4831";"ANN";0,2;"Inverted";"lai";45,6480802708009;"Training error";17;"ANN Training error"
"4832";"MTN";0,2;"Inverted";"lai";40,9107581369681;"Training error";17;"MTN Training error"
"4833";"RFR";0,2;"Combined";"cab";35,2016524867789;"Training error";17;"RFR Training error"
"4834";"GPR";0,2;"Combined";"cab";38,574915432065;"Training error";17;"GPR Training error"
"4835";"ANN";0,2;"Combined";"cab";37,4638950470291;"Training error";17;"ANN Training error"
"4836";"MTN";0,2;"Combined";"cab";35,8236781062167;"Training error";17;"MTN Training error"
"4837";"RFR";0,2;"Inverted";"cab";53,8318014010604;"Training error";17;"RFR Training error"
"4838";"GPR";0,2;"Inverted";"cab";56,4629422156648;"Training error";17;"GPR Training error"
"4839";"ANN";0,2;"Inverted";"cab";56,7237425505787;"Training error";17;"ANN Training error"
"4840";"MTN";0,2;"Inverted";"cab";56,6083148548164;"Training error";17;"MTN Training error"
"4841";"RFR";0,2;"Combined";"cw";42,2911249996262;"Training error";17;"RFR Training error"
"4842";"GPR";0,2;"Combined";"cw";36,7956193672001;"Training error";17;"GPR Training error"
"4843";"ANN";0,2;"Combined";"cw";41,7814333226757;"Training error";17;"ANN Training error"
"4844";"MTN";0,2;"Combined";"cw";36,8521543279108;"Training error";17;"MTN Training error"
"4845";"RFR";0,2;"Inverted";"cw";44,5335309160584;"Training error";17;"RFR Training error"
"4846";"GPR";0,2;"Inverted";"cw";42,3328513634402;"Training error";17;"GPR Training error"
"4847";"ANN";0,2;"Inverted";"cw";44,8572988081206;"Training error";17;"ANN Training error"
"4848";"MTN";0,2;"Inverted";"cw";43,1903554055694;"Training error";17;"MTN Training error"
"4849";"RFR";0,2;"Combined";"cm";40,3208553955384;"Training error";17;"RFR Training error"
"4850";"GPR";0,2;"Combined";"cm";34,5252973069575;"Training error";17;"GPR Training error"
"4851";"ANN";0,2;"Combined";"cm";34,9229086554356;"Training error";17;"ANN Training error"
"4852";"MTN";0,2;"Combined";"cm";35,6676757501739;"Training error";17;"MTN Training error"
"4853";"RFR";0,2;"Inverted";"cm";41,6212099130329;"Training error";17;"RFR Training error"
"4854";"GPR";0,2;"Inverted";"cm";37,7441740508225;"Training error";17;"GPR Training error"
"4855";"ANN";0,2;"Inverted";"cm";43,2106560162174;"Training error";17;"ANN Training error"
"4856";"MTN";0,2;"Inverted";"cm";37,1198838843762;"Training error";17;"MTN Training error"
"4857";"RFR";0,2;"Combined";"lai";50,7106080720972;"Training error";17;"RFR Training error"
"4858";"GPR";0,2;"Combined";"lai";39,6843502305683;"Training error";17;"GPR Training error"
"4859";"ANN";0,2;"Combined";"lai";40,3510200616174;"Training error";17;"ANN Training error"
"4860";"MTN";0,2;"Combined";"lai";37,6318583596283;"Training error";17;"MTN Training error"
"4861";"RFR";0,2;"Inverted";"lai";64,2692649987795;"Training error";17;"RFR Training error"
"4862";"GPR";0,2;"Inverted";"lai";44,5674047466865;"Training error";17;"GPR Training error"
"4863";"ANN";0,2;"Inverted";"lai";49,0435918216555;"Training error";17;"ANN Training error"
"4864";"MTN";0,2;"Inverted";"lai";39,0323038327443;"Training error";17;"MTN Training error"
"4865";"RFR";0,2;"Combined";"cab";34,5639824854631;"Training error";17;"RFR Training error"
"4866";"GPR";0,2;"Combined";"cab";38,3426007778483;"Training error";17;"GPR Training error"
"4867";"ANN";0,2;"Combined";"cab";38,2894875923069;"Training error";17;"ANN Training error"
"4868";"MTN";0,2;"Combined";"cab";35,053254766152;"Training error";17;"MTN Training error"
"4869";"RFR";0,2;"Inverted";"cab";53,9373391024382;"Training error";17;"RFR Training error"
"4870";"GPR";0,2;"Inverted";"cab";56,8473303670692;"Training error";17;"GPR Training error"
"4871";"ANN";0,2;"Inverted";"cab";63,1027448051274;"Training error";17;"ANN Training error"
"4872";"MTN";0,2;"Inverted";"cab";58,6482807258165;"Training error";17;"MTN Training error"
"4873";"RFR";0,2;"Combined";"cw";41,8898756064914;"Training error";17;"RFR Training error"
"4874";"GPR";0,2;"Combined";"cw";36,4314494030489;"Training error";17;"GPR Training error"
"4875";"ANN";0,2;"Combined";"cw";36,8658013410164;"Training error";17;"ANN Training error"
"4876";"MTN";0,2;"Combined";"cw";37,7371247045918;"Training error";17;"MTN Training error"
"4877";"RFR";0,2;"Inverted";"cw";44,3487002584037;"Training error";17;"RFR Training error"
"4878";"GPR";0,2;"Inverted";"cw";42,1036886268184;"Training error";17;"GPR Training error"
"4879";"ANN";0,2;"Inverted";"cw";46,5271642410728;"Training error";17;"ANN Training error"
"4880";"MTN";0,2;"Inverted";"cw";43,336015209158;"Training error";17;"MTN Training error"
"4881";"RFR";0,2;"Combined";"cm";40,194812611879;"Training error";17;"RFR Training error"
"4882";"GPR";0,2;"Combined";"cm";34,6614672962011;"Training error";17;"GPR Training error"
"4883";"ANN";0,2;"Combined";"cm";36,5622704512575;"Training error";17;"ANN Training error"
"4884";"MTN";0,2;"Combined";"cm";35,0497036175429;"Training error";17;"MTN Training error"
"4885";"RFR";0,2;"Inverted";"cm";41,2441591974321;"Training error";17;"RFR Training error"
"4886";"GPR";0,2;"Inverted";"cm";37,8932505976611;"Training error";17;"GPR Training error"
"4887";"ANN";0,2;"Inverted";"cm";44,5842557372155;"Training error";17;"ANN Training error"
"4888";"MTN";0,2;"Inverted";"cm";36,7705441186707;"Training error";17;"MTN Training error"
"4889";"RFR";0,2;"Combined";"lai";51,2591665028333;"Training error";17;"RFR Training error"
"4890";"GPR";0,2;"Combined";"lai";39,6304707164861;"Training error";17;"GPR Training error"
"4891";"ANN";0,2;"Combined";"lai";34,3476962766694;"Training error";17;"ANN Training error"
"4892";"MTN";0,2;"Combined";"lai";37,7200697541694;"Training error";17;"MTN Training error"
"4893";"RFR";0,2;"Inverted";"lai";64,109172916316;"Training error";17;"RFR Training error"
"4894";"GPR";0,2;"Inverted";"lai";44,1914575062107;"Training error";17;"GPR Training error"
"4895";"ANN";0,2;"Inverted";"lai";43,0496833355189;"Training error";17;"ANN Training error"
"4896";"MTN";0,2;"Inverted";"lai";44,0349829495315;"Training error";17;"MTN Training error"
"4897";"RFR";0,2;"Combined";"cab";34,0683491105182;"Training error";17;"RFR Training error"
"4898";"GPR";0,2;"Combined";"cab";38,0964461260373;"Training error";17;"GPR Training error"
"4899";"ANN";0,2;"Combined";"cab";33,3221607605686;"Training error";17;"ANN Training error"
"4900";"MTN";0,2;"Combined";"cab";33,7448812106346;"Training error";17;"MTN Training error"
"4901";"RFR";0,2;"Inverted";"cab";52,73558500574;"Training error";17;"RFR Training error"
"4902";"GPR";0,2;"Inverted";"cab";56,6597560698418;"Training error";17;"GPR Training error"
"4903";"ANN";0,2;"Inverted";"cab";54,8624392254595;"Training error";17;"ANN Training error"
"4904";"MTN";0,2;"Inverted";"cab";59,1421444715809;"Training error";17;"MTN Training error"
"4905";"RFR";0,2;"Combined";"cw";42,6914566782245;"Training error";17;"RFR Training error"
"4906";"GPR";0,2;"Combined";"cw";36,7973031584771;"Training error";17;"GPR Training error"
"4907";"ANN";0,2;"Combined";"cw";36,5698535466463;"Training error";17;"ANN Training error"
"4908";"MTN";0,2;"Combined";"cw";38,16176274598;"Training error";17;"MTN Training error"
"4909";"RFR";0,2;"Inverted";"cw";44,6477354279905;"Training error";17;"RFR Training error"
"4910";"GPR";0,2;"Inverted";"cw";42,3195254310387;"Training error";17;"GPR Training error"
"4911";"ANN";0,2;"Inverted";"cw";45,7892873284083;"Training error";17;"ANN Training error"
"4912";"MTN";0,2;"Inverted";"cw";41,7745422203707;"Training error";17;"MTN Training error"
"4913";"RFR";0,2;"Combined";"cm";40,3244716230181;"Training error";17;"RFR Training error"
"4914";"GPR";0,2;"Combined";"cm";34,6869064337155;"Training error";17;"GPR Training error"
"4915";"ANN";0,2;"Combined";"cm";34,0591699745976;"Training error";17;"ANN Training error"
"4916";"MTN";0,2;"Combined";"cm";34,3186707042998;"Training error";17;"MTN Training error"
"4917";"RFR";0,2;"Inverted";"cm";41,7163193597547;"Training error";17;"RFR Training error"
"4918";"GPR";0,2;"Inverted";"cm";38,0772911741808;"Training error";17;"GPR Training error"
"4919";"ANN";0,2;"Inverted";"cm";46,0226409254138;"Training error";17;"ANN Training error"
"4920";"MTN";0,2;"Inverted";"cm";38,1517449136706;"Training error";17;"MTN Training error"
"4921";"RFR";0,2;"Combined";"lai";52,4743224897556;"Training error";17;"RFR Training error"
"4922";"GPR";0,2;"Combined";"lai";39,7133243635759;"Training error";17;"GPR Training error"
"4923";"ANN";0,2;"Combined";"lai";36,9160806519654;"Training error";17;"ANN Training error"
"4924";"MTN";0,2;"Combined";"lai";41,0856802819823;"Training error";17;"MTN Training error"
"4925";"RFR";0,2;"Inverted";"lai";65,6428741110504;"Training error";17;"RFR Training error"
"4926";"GPR";0,2;"Inverted";"lai";44,1153604434184;"Training error";17;"GPR Training error"
"4927";"ANN";0,2;"Inverted";"lai";46,0553899588891;"Training error";17;"ANN Training error"
"4928";"MTN";0,2;"Inverted";"lai";39,8915791431545;"Training error";17;"MTN Training error"
"4929";"RFR";0,2;"Combined";"cab";34,2957551402939;"Training error";17;"RFR Training error"
"4930";"GPR";0,2;"Combined";"cab";38,535727092147;"Training error";17;"GPR Training error"
"4931";"ANN";0,2;"Combined";"cab";33,6490258996623;"Training error";17;"ANN Training error"
"4932";"MTN";0,2;"Combined";"cab";34,483675135018;"Training error";17;"MTN Training error"
"4933";"RFR";0,2;"Inverted";"cab";53,9262417202787;"Training error";17;"RFR Training error"
"4934";"GPR";0,2;"Inverted";"cab";56,4198842767347;"Training error";17;"GPR Training error"
"4935";"ANN";0,2;"Inverted";"cab";59,6592705754451;"Training error";17;"ANN Training error"
"4936";"MTN";0,2;"Inverted";"cab";60,9812948399812;"Training error";17;"MTN Training error"
"4937";"RFR";0,2;"Combined";"cw";42,138735330019;"Training error";17;"RFR Training error"
"4938";"GPR";0,2;"Combined";"cw";36,5842950583542;"Training error";17;"GPR Training error"
"4939";"ANN";0,2;"Combined";"cw";38,5178947505549;"Training error";17;"ANN Training error"
"4940";"MTN";0,2;"Combined";"cw";36,2233421227214;"Training error";17;"MTN Training error"
"4941";"RFR";0,2;"Inverted";"cw";44,8456697009243;"Training error";17;"RFR Training error"
"4942";"GPR";0,2;"Inverted";"cw";42,3421024186327;"Training error";17;"GPR Training error"
"4943";"ANN";0,2;"Inverted";"cw";49,2382741077863;"Training error";17;"ANN Training error"
"4944";"MTN";0,2;"Inverted";"cw";42,705798242628;"Training error";17;"MTN Training error"
"4945";"RFR";0,2;"Combined";"cm";40,5401756461973;"Training error";17;"RFR Training error"
"4946";"GPR";0,2;"Combined";"cm";34,5199975277311;"Training error";17;"GPR Training error"
"4947";"ANN";0,2;"Combined";"cm";34,3343133003979;"Training error";17;"ANN Training error"
"4948";"MTN";0,2;"Combined";"cm";32,7288763815726;"Training error";17;"MTN Training error"
"4949";"RFR";0,2;"Inverted";"cm";41,5282052358588;"Training error";17;"RFR Training error"
"4950";"GPR";0,2;"Inverted";"cm";38,0849692283966;"Training error";17;"GPR Training error"
"4951";"ANN";0,2;"Inverted";"cm";47,7503081919078;"Training error";17;"ANN Training error"
"4952";"MTN";0,2;"Inverted";"cm";37,7649928618386;"Training error";17;"MTN Training error"
"4953";"RFR";0,2;"Combined";"lai";51,5171827374668;"Training error";17;"RFR Training error"
"4954";"GPR";0,2;"Combined";"lai";39,0662427319692;"Training error";17;"GPR Training error"
"4955";"ANN";0,2;"Combined";"lai";36,9059088679146;"Training error";17;"ANN Training error"
"4956";"MTN";0,2;"Combined";"lai";39,400068752702;"Training error";17;"MTN Training error"
"4957";"RFR";0,2;"Inverted";"lai";65,2661749777313;"Training error";17;"RFR Training error"
"4958";"GPR";0,2;"Inverted";"lai";43,8967470876121;"Training error";17;"GPR Training error"
"4959";"ANN";0,2;"Inverted";"lai";47,9384392199192;"Training error";17;"ANN Training error"
"4960";"MTN";0,2;"Inverted";"lai";38,7726762257806;"Training error";17;"MTN Training error"
"4961";"RFR";0,2;"Combined";"cab";34,7419741474597;"Training error";17;"RFR Training error"
"4962";"GPR";0,2;"Combined";"cab";38,2217043295055;"Training error";17;"GPR Training error"
"4963";"ANN";0,2;"Combined";"cab";34,5409851652021;"Training error";17;"ANN Training error"
"4964";"MTN";0,2;"Combined";"cab";34,1087104773343;"Training error";17;"MTN Training error"
"4965";"RFR";0,2;"Inverted";"cab";53,0180421397426;"Training error";17;"RFR Training error"
"4966";"GPR";0,2;"Inverted";"cab";56,5255743859845;"Training error";17;"GPR Training error"
"4967";"ANN";0,2;"Inverted";"cab";54,5155230902789;"Training error";17;"ANN Training error"
"4968";"MTN";0,2;"Inverted";"cab";56,942035325833;"Training error";17;"MTN Training error"
"4969";"RFR";0,2;"Combined";"cw";42,3018914940595;"Training error";17;"RFR Training error"
"4970";"GPR";0,2;"Combined";"cw";36,5730681812488;"Training error";17;"GPR Training error"
"4971";"ANN";0,2;"Combined";"cw";37,7834665329454;"Training error";17;"ANN Training error"
"4972";"MTN";0,2;"Combined";"cw";36,4923290127754;"Training error";17;"MTN Training error"
"4973";"RFR";0,2;"Inverted";"cw";44,6263601687702;"Training error";17;"RFR Training error"
"4974";"GPR";0,2;"Inverted";"cw";42,5430502528787;"Training error";17;"GPR Training error"
"4975";"ANN";0,2;"Inverted";"cw";42,8469753049846;"Training error";17;"ANN Training error"
"4976";"MTN";0,2;"Inverted";"cw";42,1550523442475;"Training error";17;"MTN Training error"
"4977";"RFR";0,2;"Combined";"cm";40,5654029766806;"Training error";17;"RFR Training error"
"4978";"GPR";0,2;"Combined";"cm";34,7265373794355;"Training error";17;"GPR Training error"
"4979";"ANN";0,2;"Combined";"cm";37,1364108850988;"Training error";17;"ANN Training error"
"4980";"MTN";0,2;"Combined";"cm";35,5571522295637;"Training error";17;"MTN Training error"
"4981";"RFR";0,2;"Inverted";"cm";41,2319488182965;"Training error";17;"RFR Training error"
"4982";"GPR";0,2;"Inverted";"cm";37,9832425930604;"Training error";17;"GPR Training error"
"4983";"ANN";0,2;"Inverted";"cm";44,4388150661373;"Training error";17;"ANN Training error"
"4984";"MTN";0,2;"Inverted";"cm";39,6289600914924;"Training error";17;"MTN Training error"
"4985";"RFR";0,2;"Combined";"lai";51,0358950459251;"Training error";17;"RFR Training error"
"4986";"GPR";0,2;"Combined";"lai";39,0913338741205;"Training error";17;"GPR Training error"
"4987";"ANN";0,2;"Combined";"lai";39,2215120825527;"Training error";17;"ANN Training error"
"4988";"MTN";0,2;"Combined";"lai";38,8938089699688;"Training error";17;"MTN Training error"
"4989";"RFR";0,2;"Inverted";"lai";63,6182254419052;"Training error";17;"RFR Training error"
"4990";"GPR";0,2;"Inverted";"lai";44,5785392826662;"Training error";17;"GPR Training error"
"4991";"ANN";0,2;"Inverted";"lai";44,8981454063169;"Training error";17;"ANN Training error"
"4992";"MTN";0,2;"Inverted";"lai";40,1427975376666;"Training error";17;"MTN Training error"
"4993";"RFR";0,2;"Combined";"cab";34,9641063633999;"Training error";17;"RFR Training error"
"4994";"GPR";0,2;"Combined";"cab";37,6789343969835;"Training error";17;"GPR Training error"
"4995";"ANN";0,2;"Combined";"cab";35,6839131075478;"Training error";17;"ANN Training error"
"4996";"MTN";0,2;"Combined";"cab";35,543685151594;"Training error";17;"MTN Training error"
"4997";"RFR";0,2;"Inverted";"cab";54,5740538640074;"Training error";17;"RFR Training error"
"4998";"GPR";0,2;"Inverted";"cab";56,767050019951;"Training error";17;"GPR Training error"
"4999";"ANN";0,2;"Inverted";"cab";63,2336498186378;"Training error";17;"ANN Training error"
"5000";"MTN";0,2;"Inverted";"cab";58,5907046248425;"Training error";17;"MTN Training error"
"5001";"RFR";0,2;"Combined";"cw";41,8552876386478;"Training error";17;"RFR Training error"
"5002";"GPR";0,2;"Combined";"cw";36,518529703332;"Training error";17;"GPR Training error"
"5003";"ANN";0,2;"Combined";"cw";35,8611281935769;"Training error";17;"ANN Training error"
"5004";"MTN";0,2;"Combined";"cw";36,8375636120344;"Training error";17;"MTN Training error"
"5005";"RFR";0,2;"Inverted";"cw";44,521858357952;"Training error";17;"RFR Training error"
"5006";"GPR";0,2;"Inverted";"cw";42,3286036542012;"Training error";17;"GPR Training error"
"5007";"ANN";0,2;"Inverted";"cw";45,2960586182598;"Training error";17;"ANN Training error"
"5008";"MTN";0,2;"Inverted";"cw";40,7202567381475;"Training error";17;"MTN Training error"
"5009";"RFR";0,2;"Combined";"cm";40,2347345218895;"Training error";17;"RFR Training error"
"5010";"GPR";0,2;"Combined";"cm";34,8133688334961;"Training error";17;"GPR Training error"
"5011";"ANN";0,2;"Combined";"cm";36,4385117812433;"Training error";17;"ANN Training error"
"5012";"MTN";0,2;"Combined";"cm";33,5811629261412;"Training error";17;"MTN Training error"
"5013";"RFR";0,2;"Inverted";"cm";41,3165914519803;"Training error";17;"RFR Training error"
"5014";"GPR";0,2;"Inverted";"cm";37,9900556495433;"Training error";17;"GPR Training error"
"5015";"ANN";0,2;"Inverted";"cm";43,0935325660035;"Training error";17;"ANN Training error"
"5016";"MTN";0,2;"Inverted";"cm";39,0678368488441;"Training error";17;"MTN Training error"
"5017";"RFR";0,2;"Combined";"lai";52,8239777160661;"Training error";17;"RFR Training error"
"5018";"GPR";0,2;"Combined";"lai";39,3848582222078;"Training error";17;"GPR Training error"
"5019";"ANN";0,2;"Combined";"lai";38,0904271559604;"Training error";17;"ANN Training error"
"5020";"MTN";0,2;"Combined";"lai";39,3985275377194;"Training error";17;"MTN Training error"
"5021";"RFR";0,2;"Inverted";"lai";64,5122222459059;"Training error";17;"RFR Training error"
"5022";"GPR";0,2;"Inverted";"lai";44,5229946670261;"Training error";17;"GPR Training error"
"5023";"ANN";0,2;"Inverted";"lai";40,6754187703843;"Training error";17;"ANN Training error"
"5024";"MTN";0,2;"Inverted";"lai";41,2425756485179;"Training error";17;"MTN Training error"
"5025";"RFR";0,2;"Combined";"cab";34,0592817111352;"Training error";17;"RFR Training error"
"5026";"GPR";0,2;"Combined";"cab";37,8894936538167;"Training error";17;"GPR Training error"
"5027";"ANN";0,2;"Combined";"cab";36,2983164045961;"Training error";17;"ANN Training error"
"5028";"MTN";0,2;"Combined";"cab";35,537334089506;"Training error";17;"MTN Training error"
"5029";"RFR";0,2;"Inverted";"cab";53,6557367099078;"Training error";17;"RFR Training error"
"5030";"GPR";0,2;"Inverted";"cab";55,8446532611271;"Training error";17;"GPR Training error"
"5031";"ANN";0,2;"Inverted";"cab";58,7651445449532;"Training error";17;"ANN Training error"
"5032";"MTN";0,2;"Inverted";"cab";55,8756609702843;"Training error";17;"MTN Training error"
"5033";"RFR";0,2;"Combined";"cw";42,1306794731267;"Training error";17;"RFR Training error"
"5034";"GPR";0,2;"Combined";"cw";36,6739180633502;"Training error";17;"GPR Training error"
"5035";"ANN";0,2;"Combined";"cw";36,7885190909582;"Training error";17;"ANN Training error"
"5036";"MTN";0,2;"Combined";"cw";38,1376436623694;"Training error";17;"MTN Training error"
"5037";"RFR";0,2;"Inverted";"cw";44,5923570542933;"Training error";17;"RFR Training error"
"5038";"GPR";0,2;"Inverted";"cw";42,9030631931045;"Training error";17;"GPR Training error"
"5039";"ANN";0,2;"Inverted";"cw";44,0525496292527;"Training error";17;"ANN Training error"
"5040";"MTN";0,2;"Inverted";"cw";43,1218512852271;"Training error";17;"MTN Training error"
"5041";"RFR";0,2;"Combined";"cm";40,4942108291777;"Training error";17;"RFR Training error"
"5042";"GPR";0,2;"Combined";"cm";34,5582487507984;"Training error";17;"GPR Training error"
"5043";"ANN";0,2;"Combined";"cm";35,9963279123781;"Training error";17;"ANN Training error"
"5044";"MTN";0,2;"Combined";"cm";36,2418366966662;"Training error";17;"MTN Training error"
"5045";"RFR";0,2;"Inverted";"cm";41,7742031012929;"Training error";17;"RFR Training error"
"5046";"GPR";0,2;"Inverted";"cm";38,002504585482;"Training error";17;"GPR Training error"
"5047";"ANN";0,2;"Inverted";"cm";47,642454219324;"Training error";17;"ANN Training error"
"5048";"MTN";0,2;"Inverted";"cm";35,9702898754665;"Training error";17;"MTN Training error"
"5049";"RFR";0,2;"Combined";"lai";51,2822403469278;"Training error";17;"RFR Training error"
"5050";"GPR";0,2;"Combined";"lai";39,4812863284571;"Training error";17;"GPR Training error"
"5051";"ANN";0,2;"Combined";"lai";39,4442692748071;"Training error";17;"ANN Training error"
"5052";"MTN";0,2;"Combined";"lai";37,3013309917188;"Training error";17;"MTN Training error"
"5053";"RFR";0,2;"Inverted";"lai";67,5113231829659;"Training error";17;"RFR Training error"
"5054";"GPR";0,2;"Inverted";"lai";44,0328192379485;"Training error";17;"GPR Training error"
"5055";"ANN";0,2;"Inverted";"lai";47,4731570136107;"Training error";17;"ANN Training error"
"5056";"MTN";0,2;"Inverted";"lai";43,0385265371241;"Training error";17;"MTN Training error"
"5057";"RFR";0,2;"Combined";"cab";33,8255864486719;"Training error";17;"RFR Training error"
"5058";"GPR";0,2;"Combined";"cab";38,4252474246987;"Training error";17;"GPR Training error"
"5059";"ANN";0,2;"Combined";"cab";34,5184171953952;"Training error";17;"ANN Training error"
"5060";"MTN";0,2;"Combined";"cab";35,2881033600105;"Training error";17;"MTN Training error"
"5061";"RFR";0,2;"Inverted";"cab";53,5738511579894;"Training error";17;"RFR Training error"
"5062";"GPR";0,2;"Inverted";"cab";56,2972480622883;"Training error";17;"GPR Training error"
"5063";"ANN";0,2;"Inverted";"cab";55,3867651919383;"Training error";17;"ANN Training error"
"5064";"MTN";0,2;"Inverted";"cab";56,3708653241164;"Training error";17;"MTN Training error"
"5065";"RFR";0,2;"Combined";"cw";42,6639322091081;"Training error";17;"RFR Training error"
"5066";"GPR";0,2;"Combined";"cw";36,8537203888499;"Training error";17;"GPR Training error"
"5067";"ANN";0,2;"Combined";"cw";38,0289043125003;"Training error";17;"ANN Training error"
"5068";"MTN";0,2;"Combined";"cw";37,9706369720184;"Training error";17;"MTN Training error"
"5069";"RFR";0,2;"Inverted";"cw";44,9145485948983;"Training error";17;"RFR Training error"
"5070";"GPR";0,2;"Inverted";"cw";42,8126576278674;"Training error";17;"GPR Training error"
"5071";"ANN";0,2;"Inverted";"cw";45,447578832197;"Training error";17;"ANN Training error"
"5072";"MTN";0,2;"Inverted";"cw";42,1061147836403;"Training error";17;"MTN Training error"
"5073";"RFR";0,2;"Combined";"cm";40,3464844132087;"Training error";17;"RFR Training error"
"5074";"GPR";0,2;"Combined";"cm";34,6019264381564;"Training error";17;"GPR Training error"
"5075";"ANN";0,2;"Combined";"cm";34,7385485303712;"Training error";17;"ANN Training error"
"5076";"MTN";0,2;"Combined";"cm";35,3278965601232;"Training error";17;"MTN Training error"
"5077";"RFR";0,2;"Inverted";"cm";41,2392606463145;"Training error";17;"RFR Training error"
"5078";"GPR";0,2;"Inverted";"cm";38,0392386379433;"Training error";17;"GPR Training error"
"5079";"ANN";0,2;"Inverted";"cm";39,3208428089095;"Training error";17;"ANN Training error"
"5080";"MTN";0,2;"Inverted";"cm";37,5886317593873;"Training error";17;"MTN Training error"
"5081";"RFR";0,2;"Combined";"lai";52,4660464887859;"Training error";17;"RFR Training error"
